paper_index,label,index
3219966,2,5827
3360225,3,5828
12351451,2,5829
7823975,1,5830
16330323,3,5831
17192462,2,5832
3311852,1,5833
12733740,3,5834
18201212,3,5835
15266517,3,5836
2449974,1,5837
16322398,2,5838
15565375,2,5839
9049486,3,5840
8379805,3,5841
3329076,2,5842
16306442,1,5843
19050249,2,5844
15451899,2,5845
8851514,1,5846
17641777,3,5847
2384193,2,5848
2110189,1,5849
3021516,2,5850
19174023,3,5851
15271063,1,5852
6219018,1,5853
6455320,1,5854
20061360,3,5855
12573734,3,5856
2031607,2,5857
1598576,2,5858
8614835,1,5859
2767171,2,5860
9507914,3,5861
1499468,2,5862
18390798,2,5863
10609124,2,5864
7621989,3,5865
8436255,3,5866
976808,2,5867
6355180,3,5868
16505514,2,5869
10599761,3,5870
8729152,2,5871
6278587,1,5872
3954436,2,5873
15120703,3,5874
3360218,3,5875
8477872,1,5876
3513009,2,5877
19477990,2,5878
16847277,2,5879
9365876,2,5880
3046971,1,5881
12586772,1,5882
11707602,2,5883
9200410,1,5884
2507727,2,5885
8762212,3,5886
3300639,1,5887
8816974,2,5888
17508343,2,5889
1685266,2,5890
6765512,2,5891
15950078,2,5892
3553848,3,5893
1987411,2,5894
18292987,2,5895
14962949,2,5896
12882850,3,5897
2250718,1,5898
9773732,2,5899
19088850,3,5900
18493734,1,5901
6538983,2,5902
11755507,3,5903
9314014,3,5904
15158110,3,5905
7380629,1,5906
15763918,2,5907
15220246,3,5908
1987704,1,5909
3807653,1,5910
9047087,2,5911
8738972,2,5912
15879311,1,5913
6581663,3,5914
10580857,1,5915
9736437,3,5916
16291705,3,5917
19037920,2,5918
15841036,3,5919
1333551,2,5920
9850345,2,5921
10097929,3,5922
2684716,1,5923
8750215,2,5924
12716734,3,5925
10534139,3,5926
12079842,3,5927
10589696,1,5928
10777831,1,5929
6212541,2,5930
10052685,2,5931
9400023,1,5932
8969335,2,5933
9047037,1,5934
12021142,2,5935
9368599,2,5936
7813805,2,5937
3436491,1,5938
7958500,2,5939
8102088,1,5940
8591824,2,5941
7536208,3,5942
15497155,2,5943
12674170,3,5944
10969828,3,5945
7696210,2,5946
17169983,2,5947
8937480,1,5948
7883951,3,5949
11783602,3,5950
17197727,1,5951
18413598,3,5952
489974,1,5953
17065344,2,5954
8679904,2,5955
14163322,1,5956
9350817,2,5957
8720607,3,5958
12482640,3,5959
9632128,2,5960
2968203,2,5961
2863188,3,5962
17636105,3,5963
7739353,1,5964
11987027,2,5965
723641,1,5966
9531033,2,5967
17495182,3,5968
10378067,2,5969
17389331,2,5970
8405738,2,5971
12849007,2,5972
8231036,2,5973
19070910,3,5974
6392401,2,5975
3943274,1,5976
11681488,2,5977
7931933,2,5978
6530055,1,5979
18091993,1,5980
16297344,1,5981
2963718,1,5982
17327436,3,5983
15688210,2,5984
7512724,1,5985
19834568,2,5986
7528925,2,5987
12015323,1,5988
2159159,1,5989
2971532,2,5990
10907214,2,5991
15787663,3,5992
3097948,1,5993
18070658,3,5994
2209751,1,5995
16557003,1,5996
14678267,2,5997
310235,1,5998
11815512,2,5999
8181261,2,6000
9614613,3,6001
16644630,2,6002
16827901,1,6003
2859524,2,6004
10331410,3,6005
12699416,2,6006
8586154,3,6007
11872673,3,6008
1697648,1,6009
17498265,2,6010
3897260,3,6011
9233994,2,6012
12956395,3,6013
9501567,1,6014
18075195,1,6015
10768990,1,6016
8105502,2,6017
16978381,3,6018
9177242,2,6019
14747304,3,6020
12032161,1,6021
12444312,3,6022
12618126,1,6023
7851680,2,6024
6814171,2,6025
3057894,3,6026
15503050,2,6027
11898710,3,6028
16093733,3,6029
9704243,3,6030
15241679,2,6031
9022027,2,6032
15161808,3,6033
2828354,1,6034
10526098,1,6035
16731845,2,6036
11194237,2,6037
2951173,1,6038
9218505,3,6039
7726797,2,6040
9245559,1,6041
9578960,2,6042
9212317,3,6043
10857936,3,6044
11943868,1,6045
6286396,1,6046
12728068,2,6047
15059244,2,6048
11679433,3,6049
6985453,2,6050
12943926,3,6051
2851383,1,6052
15857233,2,6053
18221431,2,6054
8157281,2,6055
10912849,2,6056
8387090,3,6057
6493613,1,6058
14564188,3,6059
2198151,3,6060
15480982,3,6061
18973206,3,6062
3669189,1,6063
1918382,3,6064
16922704,3,6065
8546507,2,6066
7635965,3,6067
12765963,1,6068
11777992,2,6069
8774154,1,6070
7419982,1,6071
12547861,2,6072
7762968,2,6073
1914802,2,6074
1425083,2,6075
6947506,2,6076
6384027,1,6077
11118028,3,6078
17426095,3,6079
10199761,2,6080
2648146,2,6081
3304893,3,6082
17394732,3,6083
18430204,3,6084
18241357,1,6085
15041043,2,6086
1833118,2,6087
12610026,3,6088
12832308,3,6089
14606987,3,6090
11711510,1,6091
10096789,2,6092
9314555,2,6093
3889039,3,6094
17942684,2,6095
6342545,2,6096
1873263,2,6097
17999365,2,6098
8288040,1,6099
17437424,1,6100
15920000,2,6101
14675042,3,6102
18199798,3,6103
6929268,1,6104
15892652,3,6105
19244565,2,6106
12939295,3,6107
8977762,2,6108
2471192,1,6109
8875085,3,6110
10886575,2,6111
15662555,3,6112
9648844,3,6113
9000709,2,6114
14502096,3,6115
10700186,3,6116
8712800,3,6117
12519837,2,6118
1856246,2,6119
15814672,2,6120
3042254,2,6121
7733315,1,6122
10933564,3,6123
7926293,2,6124
1986032,3,6125
10707937,2,6126
16936151,3,6127
8638694,3,6128
10743981,3,6129
10834414,2,6130
17981667,3,6131
10702751,3,6132
8924309,2,6133
9032109,3,6134
11175852,2,6135
3396784,2,6136
12502511,3,6137
16567814,3,6138
17698735,3,6139
17540447,3,6140
1971174,2,6141
1904327,2,6142
3803913,3,6143
1423958,2,6144
6345245,1,6145
9595522,1,6146
3136564,1,6147
8130359,1,6148
284714,2,6149
12028372,3,6150
3134969,1,6151
15677775,3,6152
16407790,3,6153
18653444,2,6154
9844077,2,6155
4085694,2,6156
8612439,3,6157
17156104,3,6158
11551598,2,6159
10842664,3,6160
3282462,3,6161
2820821,1,6162
354741,2,6163
1733132,3,6164
3061933,1,6165
16302995,1,6166
9051375,3,6167
17259404,3,6168
15616236,2,6169
11272183,3,6170
15667574,2,6171
15291939,3,6172
12832327,2,6173
3391343,2,6174
1737548,2,6175
12765971,3,6176
10209508,2,6177
9571357,3,6178
9747961,2,6179
2048195,2,6180
16644715,2,6181
6997182,2,6182
15784922,2,6183
15592940,2,6184
15522116,1,6185
2146178,1,6186
15277403,3,6187
3791893,2,6188
17334749,2,6189
16801515,3,6190
10449443,2,6191
17597010,3,6192
1646363,1,6193
18775581,3,6194
10442450,3,6195
3908281,3,6196
1902501,1,6197
12540615,2,6198
18832649,1,6199
16002729,2,6200
14530378,2,6201
12939321,1,6202
7031207,2,6203
2507381,2,6204
18001305,2,6205
12065235,1,6206
8940385,2,6207
16382301,1,6208
16043679,2,6209
12431759,3,6210
9725264,2,6211
3674950,2,6212
14511127,1,6213
10418073,3,6214
847447,2,6215
7859934,1,6216
3806388,1,6217
10477218,2,6218
16087682,2,6219
14988271,3,6220
1499854,2,6221
9184645,2,6222
17888129,3,6223
12420133,3,6224
15793242,2,6225
17463248,3,6226
10994902,2,6227
18716049,3,6228
17676199,1,6229
16139132,3,6230
17046557,3,6231
8423232,2,6232
16517804,3,6233
2668699,3,6234
10501653,3,6235
17300478,3,6236
6358777,2,6237
15161781,2,6238
17083718,3,6239
11692186,2,6240
18836152,3,6241
17192480,2,6242
16045562,1,6243
8799652,2,6244
11723092,3,6245
4242855,1,6246
8307248,3,6247
15791292,3,6248
16004665,3,6249
9024239,3,6250
6309904,1,6251
17275503,1,6252
12475750,3,6253
8339858,2,6254
2998911,2,6255
1786627,2,6256
15096337,3,6257
2060427,2,6258
367858,2,6259
2149687,3,6260
8823384,2,6261
1979763,2,6262
14747218,3,6263
6337224,1,6264
15126545,2,6265
3153476,1,6266
12502506,2,6267
8617981,1,6268
8098394,2,6269
16644631,3,6270
14567159,3,6271
2662408,1,6272
12469723,3,6273
1542462,3,6274
2121571,2,6275
12529710,2,6276
18684786,3,6277
9681282,3,6278
15883247,3,6279
732354,2,6280
12716791,2,6281
16236091,3,6282
8243857,3,6283
18567820,3,6284
9751766,3,6285
1915075,1,6286
2091872,1,6287
17303788,2,6288
15563560,2,6289
9296067,2,6290
16911625,3,6291
12097339,2,6292
8458530,2,6293
9496247,3,6294
16443888,3,6295
10388980,2,6296
3276309,1,6297
8174841,3,6298
12242465,2,6299
3319350,2,6300
15389298,3,6301
3906651,2,6302
19424489,3,6303
11801615,2,6304
8887158,2,6305
3054905,1,6306
3718486,1,6307
3514066,1,6308
17031610,3,6309
19341163,3,6310
18437226,2,6311
19414403,2,6312
15857159,3,6313
12716756,1,6314
17114453,2,6315
1262788,2,6316
16132964,3,6317
7053038,2,6318
8799632,2,6319
8612552,2,6320
10493712,3,6321
19549859,2,6322
16308836,2,6323
6386582,3,6324
11164324,3,6325
7556985,2,6326
15855344,3,6327
12542451,1,6328
14627747,3,6329
8958219,1,6330
3069532,2,6331
8247037,2,6332
2965106,1,6333
8322782,2,6334
10845624,1,6335
17909696,1,6336
10631549,2,6337
10400405,3,6338
17598085,1,6339
15741258,2,6340
2170215,1,6341
15498851,2,6342
15277418,2,6343
17940115,2,6344
8689862,3,6345
1342318,3,6346
17192492,2,6347
15504980,3,6348
9562342,1,6349
3395278,1,6350
11907129,2,6351
8472388,2,6352
1521728,2,6353
3493187,1,6354
17081646,3,6355
18655733,2,6356
12696990,3,6357
7587855,2,6358
15585206,3,6359
12031597,2,6360
2540178,3,6361
10642598,3,6362
10860190,3,6363
14769830,3,6364
15498046,2,6365
18590522,3,6366
12560454,2,6367
8522063,2,6368
8105989,2,6369
14976002,3,6370
16443871,3,6371
12032186,1,6372
8582549,2,6373
11391334,2,6374
17315602,3,6375
16229747,3,6376
2265492,2,6377
10480766,2,6378
8864946,3,6379
14767019,2,6380
2543815,1,6381
3276482,2,6382
9676718,3,6383
8533167,2,6384
9356018,3,6385
15271645,3,6386
4004160,2,6387
10915836,1,6388
8370186,2,6389
437377,1,6390
15993354,3,6391
7940175,1,6392
8550831,1,6393
15777779,3,6394
17148684,3,6395
1418294,2,6396
10609119,3,6397
8117360,3,6398
11285304,1,6399
16186282,3,6400
18690293,1,6401
17302878,3,6402
12087014,3,6403
16792463,2,6404
7044630,2,6405
18427128,1,6406
2223305,2,6407
16460335,2,6408
2870077,3,6409
8325952,3,6410
11213882,2,6411
5431658,2,6412
12716804,2,6413
10585617,2,6414
15093819,1,6415
15361491,2,6416
16828517,3,6417
3290007,2,6418
4053948,2,6419
16918588,3,6420
15556264,1,6421
18791800,2,6422
8776076,3,6423
19727444,3,6424
17562326,2,6425
9828782,2,6426
1797511,3,6427
15056606,2,6428
12663577,2,6429
7895957,2,6430
2540781,3,6431
8686711,3,6432
11574396,2,6433
8843812,2,6434
16690410,2,6435
19114173,3,6436
12174320,3,6437
17065343,2,6438
16585551,2,6439
15857077,3,6440
18820210,2,6441
2257445,1,6442
16519085,3,6443
8598963,2,6444
12928770,1,6445
12037147,2,6446
9604880,2,6447
14617226,3,6448
15919813,3,6449
9399945,3,6450
15790363,2,6451
7556382,1,6452
3863753,2,6453
9648845,2,6454
7621998,3,6455
10550420,1,6456
1397719,2,6457
16186267,2,6458
10201997,2,6459
3296383,3,6460
15209765,3,6461
17584843,3,6462
16046308,3,6463
14988278,2,6464
16448519,3,6465
15575341,2,6466
16879245,2,6467
1757793,1,6468
1513105,3,6469
10818026,3,6470
3384188,1,6471
3533475,2,6472
16849625,1,6473
11023146,2,6474
15833140,3,6475
8155085,3,6476
11522681,1,6477
17712252,2,6478
7960691,2,6479
14551218,1,6480
18528402,2,6481
11517425,2,6482
15725311,2,6483
17698692,3,6484
8013261,2,6485
18559659,2,6486
17211497,3,6487
10341912,3,6488
8246767,3,6489
15308387,3,6490
15077021,1,6491
15842505,3,6492
12383882,1,6493
650240,1,6494
10088625,3,6495
2060416,2,6496
16185788,3,6497
1767839,1,6498
15735182,3,6499
7519242,2,6500
914988,2,6501
10966967,3,6502
9588444,2,6503
12189441,3,6504
7316482,2,6505
18596725,3,6506
7492167,2,6507
8401950,1,6508
14570951,2,6509
9478016,2,6510
16150012,3,6511
10821782,1,6512
15920042,3,6513
7826293,2,6514
18341596,3,6515
12384452,1,6516
1974257,1,6517
208156,1,6518
14728394,2,6519
9048635,1,6520
17115349,3,6521
9716917,1,6522
16816123,1,6523
10528364,2,6524
1711209,3,6525
7667243,2,6526
8695559,2,6527
2567257,2,6528
18840266,3,6529
17970755,3,6530
205725,1,6531
8549867,1,6532
2199283,1,6533
8218826,2,6534
11145720,2,6535
11606170,2,6536
15972661,2,6537
18818245,1,6538
9368810,2,6539
10382584,2,6540
14585101,3,6541
6759216,1,6542
18008141,1,6543
9836531,1,6544
12324989,3,6545
12643138,3,6546
83020,2,6547
15052415,1,6548
17503332,3,6549
11683545,3,6550
9418381,1,6551
18657196,2,6552
16723646,3,6553
8432410,2,6554
14636289,3,6555
12208795,3,6556
1306598,3,6557
9145239,2,6558
15161755,1,6559
16331092,3,6560
10480525,2,6561
8450061,1,6562
1312491,1,6563
11727404,3,6564
15383437,2,6565
12759881,3,6566
11978658,2,6567
16010031,2,6568
1909198,1,6569
14724187,3,6570
12603496,3,6571
14977448,1,6572
9498637,2,6573
2006522,1,6574
16777248,2,6575
2886822,2,6576
10440119,2,6577
11454923,1,6578
9405901,2,6579
765177,2,6580
8432408,3,6581
15478310,3,6582
15305888,2,6583
16968813,3,6584
17194636,2,6585
12357296,2,6586
9562490,3,6587
2717790,2,6588
6363172,2,6589
3993776,1,6590
6782750,1,6591
1290323,1,6592
10365900,2,6593
8430734,2,6594
9032113,3,6595
769892,2,6596
10619377,1,6597
15709062,3,6598
15842514,3,6599
6166044,1,6600
6759229,2,6601
12163427,3,6602
823065,1,6603
16260349,1,6604
7014312,1,6605
17940427,3,6606
16804087,3,6607
10047432,2,6608
14514599,2,6609
2010044,1,6610
15608477,3,6611
10868972,3,6612
3402300,3,6613
12137925,2,6614
15331525,3,6615
8262322,2,6616
1001852,2,6617
14729730,1,6618
3782431,3,6619
16539625,2,6620
2525976,1,6621
12590015,3,6622
10535460,1,6623
10333938,3,6624
7883841,2,6625
3328718,2,6626
3542537,1,6627
10636423,2,6628
148980,1,6629
8304505,1,6630
15111485,3,6631
1531328,2,6632
8432409,2,6633
16753019,2,6634
15700891,3,6635
7504266,2,6636
6623246,2,6637
11317657,2,6638
11466190,2,6639
8026284,3,6640
12687342,2,6641
2326002,2,6642
9455929,2,6643
11027619,1,6644
18759852,2,6645
7435162,1,6646
2254456,2,6647
2809082,2,6648
12540398,3,6649
8568481,2,6650
11935157,2,6651
8274623,1,6652
6433149,2,6653
19575795,3,6654
11187615,2,6655
11843950,3,6656
2666213,1,6657
8495980,2,6658
2430466,1,6659
7587846,3,6660
7555501,3,6661
7934754,3,6662
7856988,3,6663
6103856,1,6664
12401717,2,6665
12074262,3,6666
6605267,2,6667
8985314,2,6668
9520451,1,6669
18464933,3,6670
3239453,2,6671
10965929,1,6672
2528469,1,6673
14669159,3,6674
10521293,2,6675
2210067,2,6676
7540575,1,6677
3857627,3,6678
11497119,3,6679
7589882,2,6680
18054738,3,6681
15784133,3,6682
7669044,3,6683
12606535,2,6684
15924833,3,6685
18811935,3,6686
384944,2,6687
18332093,2,6688
16823472,3,6689
15569269,3,6690
10480508,3,6691
7556977,3,6692
15161778,2,6693
17236289,3,6694
14988838,3,6695
19066321,2,6696
13677177,3,6697
9795750,1,6698
8948508,1,6699
17468539,3,6700
16316331,1,6701
15738550,3,6702
17868184,1,6703
10889130,3,6704
15985473,2,6705
10868859,3,6706
1464414,3,6707
5704813,1,6708
10923638,2,6709
11375370,2,6710
11558907,3,6711
12882852,3,6712
7713355,1,6713
14598880,3,6714
3044894,1,6715
12638839,3,6716
3349231,1,6717
8722051,3,6718
7862383,2,6719
11869302,3,6720
9100223,2,6721
2348836,2,6722
17131144,3,6723
11565517,3,6724
10865233,1,6725
3885889,3,6726
9042932,2,6727
2933286,1,6728
16621115,2,6729
17189871,2,6730
2198189,2,6731
17942385,2,6732
17563456,3,6733
17159079,3,6734
3985239,3,6735
3661732,1,6736
8870570,3,6737
7911121,2,6738
8077881,3,6739
3128459,2,6740
2204345,2,6741
12852716,3,6742
7033283,2,6743
1834504,1,6744
8720612,2,6745
9285499,2,6746
16785337,3,6747
15961173,3,6748
9052890,3,6749
7859627,3,6750
15620463,2,6751
17462080,3,6752
15851628,2,6753
10321421,2,6754
9655791,3,6755
15234338,2,6756
12606512,2,6757
8675702,1,6758
19656372,3,6759
15035967,2,6760
16443869,3,6761
3766715,3,6762
6193787,1,6763
7860747,2,6764
11382558,3,6765
12020331,2,6766
10388969,2,6767
10192335,2,6768
1748243,3,6769
955337,2,6770
12830021,3,6771
18339977,2,6772
15787679,3,6773
10342812,1,6774
2376236,2,6775
2430467,1,6776
17878245,2,6777
17587756,1,6778
6327704,1,6779
18192542,3,6780
12941731,2,6781
17135629,3,6782
17494283,2,6783
19209188,3,6784
2086278,3,6785
2263632,1,6786
7446723,1,6787
3548333,3,6788
16443789,3,6789
3124898,2,6790
3905478,3,6791
15517152,3,6792
9112023,3,6793
8317480,2,6794
3595399,2,6795
9028693,3,6796
11942578,3,6797
12401412,3,6798
6564131,2,6799
6440941,2,6800
11465653,1,6801
10454950,3,6802
3410166,1,6803
2913290,1,6804
8690149,1,6805
15194408,1,6806
2703526,1,6807
6379290,1,6808
11453529,2,6809
2941683,1,6810
8553405,3,6811
18451330,3,6812
18829388,2,6813
15036828,3,6814
14988272,3,6815
7490992,2,6816
8746558,2,6817
8549255,2,6818
9893112,3,6819
7989591,3,6820
15877288,3,6821
8254042,1,6822
7469709,2,6823
12060066,2,6824
15502925,3,6825
11126401,3,6826
14586501,2,6827
8212454,3,6828
9614606,2,6829
10587824,2,6830
16934681,1,6831
9118775,3,6832
9395544,3,6833
15793263,3,6834
9399622,2,6835
15920993,3,6836
9421374,1,6837
11869047,2,6838
10561134,3,6839
3937758,2,6840
18952838,1,6841
2976764,2,6842
11473632,3,6843
17307426,3,6844
6680482,2,6845
7762648,1,6846
2309737,3,6847
3677976,2,6848
14633863,3,6849
11194240,3,6850
18509210,2,6851
14679045,2,6852
19244567,3,6853
15231693,3,6854
7554785,3,6855
15505121,3,6856
15915337,3,6857
9658139,1,6858
9144203,2,6859
10540181,2,6860
11344209,3,6861
6354791,1,6862
12919705,1,6863
8550844,3,6864
8381096,1,6865
10566601,2,6866
6404620,2,6867
17008794,3,6868
11701599,1,6869
2010050,1,6870
9195135,1,6871
16263243,2,6872
3396266,2,6873
17392552,3,6874
2088390,2,6875
8417412,2,6876
16227461,3,6877
12387512,2,6878
15855582,3,6879
16670002,3,6880
11298123,2,6881
7229647,1,6882
11329229,2,6883
11597991,1,6884
10761326,2,6885
11092293,2,6886
2562156,1,6887
1936622,2,6888
16804195,3,6889
15647715,3,6890
6586708,2,6891
1971173,2,6892
16857730,1,6893
14514578,3,6894
17579832,3,6895
2498611,2,6896
8641115,3,6897
15111510,3,6898
16567541,1,6899
7008781,1,6900
2697607,1,6901
11896938,2,6902
3050923,2,6903
6436040,1,6904
6865768,1,6905
11393573,2,6906
8194658,3,6907
9075816,2,6908
15301863,2,6909
9726242,2,6910
11376336,2,6911
15317926,2,6912
8335178,3,6913
11702902,3,6914
15316457,3,6915
11261110,2,6916
10905477,2,6917
7883114,2,6918
15531531,2,6919
1924335,2,6920
8435985,2,6921
14676944,2,6922
11414755,3,6923
11794464,1,6924
12421428,2,6925
1658791,1,6926
10025399,3,6927
3527834,2,6928
8496610,1,6929
3289948,3,6930
12135686,3,6931
16377022,3,6932
14656685,2,6933
12643195,2,6934
7883111,3,6935
14617043,2,6936
4028800,1,6937
18937363,1,6938
14757293,3,6939
17054590,3,6940
9264219,3,6941
1469084,2,6942
16225467,3,6943
11469393,2,6944
1600856,2,6945
19143817,2,6946
16400005,1,6947
7987655,2,6948
1858869,3,6949
8954053,3,6950
3457825,1,6951
10963118,2,6952
12519851,3,6953
2612759,1,6954
9029670,1,6955
3003909,2,6956
2546846,1,6957
1477090,2,6958
11037798,1,6959
9279482,3,6960
8314444,2,6961
7575994,2,6962
15451768,2,6963
11119015,3,6964
15066220,1,6965
8835918,1,6966
8063033,2,6967
15563754,3,6968
2521554,1,6969
16443880,2,6970
15920163,2,6971
2364481,2,6972
9539995,2,6973
8666141,2,6974
1672001,2,6975
7828085,1,6976
8462387,3,6977
12110948,3,6978
3516770,3,6979
6215276,1,6980
1827815,2,6981
7586939,2,6982
2527685,2,6983
10463144,3,6984
12378387,3,6985
7888928,3,6986
15047641,3,6987
17449526,2,6988
2964330,2,6989
11113692,3,6990
9822189,2,6991
8419148,1,6992
8933004,2,6993
10421991,2,6994
16454166,2,6995
9237797,2,6996
1671422,3,6997
12930356,1,6998
14693412,3,6999
15645206,3,7000
8636255,2,7001
18847481,3,7002
8241671,2,7003
7609929,2,7004
8375594,1,7005
7862678,3,7006
15100275,2,7007
8263954,1,7008
7789634,3,7009
126184,1,7010
3328141,1,7011
15784469,2,7012
15934272,3,7013
11474577,2,7014
3726861,2,7015
9544727,3,7016
16123484,2,7017
17460697,3,7018
15616016,2,7019
17852050,3,7020
9405257,3,7021
17374705,3,7022
17987108,3,7023
6426612,3,7024
12732401,3,7025
19022158,3,7026
1846101,1,7027
19068374,2,7028
10546016,3,7029
15307171,2,7030
11083381,2,7031
17679132,3,7032
10703602,2,7033
221781,1,7034
6407318,2,7035
16567521,2,7036
7497852,3,7037
1356098,2,7038
1818792,2,7039
8840823,3,7040
9932217,2,7041
10672454,3,7042
11891618,3,7043
17327455,3,7044
10490436,2,7045
11812765,3,7046
3552364,2,7047
17353506,3,7048
12105369,3,7049
16530128,3,7050
2477846,1,7051
11815493,3,7052
1490129,3,7053
10555638,2,7054
6432610,3,7055
17393133,3,7056
10491414,3,7057
11001756,1,7058
3384184,2,7059
3653559,2,7060
8095459,2,7061
3101866,2,7062
18053320,3,7063
10480509,2,7064
15220214,2,7065
17470138,3,7066
10217393,2,7067
3987708,2,7068
17335310,2,7069
8376591,2,7070
12062713,3,7071
15458679,3,7072
9472859,3,7073
131313,2,7074
9742976,3,7075
17099716,1,7076
2258000,3,7077
10791012,3,7078
11393553,2,7079
17623014,3,7080
15311106,3,7081
18786482,3,7082
18513455,3,7083
2015968,1,7084
10329206,2,7085
9447956,2,7086
8403823,3,7087
11692104,2,7088
8686710,2,7089
8743289,2,7090
9838239,2,7091
19789630,3,7092
15679073,2,7093
8019217,3,7094
17065685,3,7095
17711492,2,7096
2956413,1,7097
7658921,2,7098
1729686,2,7099
8335171,1,7100
19500397,3,7101
3979684,3,7102
9802727,3,7103
10432377,2,7104
6242804,2,7105
1503017,2,7106
11387480,3,7107
2939920,2,7108
15161763,2,7109
17553506,3,7110
17028899,2,7111
6384269,3,7112
10728953,3,7113
17925342,3,7114
10868938,2,7115
9703332,3,7116
17192330,2,7117
2525099,1,7118
2528045,1,7119
2970984,1,7120
10593324,2,7121
12937416,2,7122
1797028,2,7123
17313628,2,7124
15561915,3,7125
19360314,1,7126
1737543,2,7127
1793618,2,7128
15637426,1,7129
1901764,1,7130
12610030,2,7131
9571179,2,7132
10593567,2,7133
19011169,2,7134
9604881,3,7135
7109458,1,7136
9105782,3,7137
15914628,1,7138
11600217,2,7139
18005036,2,7140
2968369,2,7141
2661589,3,7142
1688749,2,7143
3275555,1,7144
17128691,3,7145
8621003,2,7146
7310436,1,7147
12540636,3,7148
12793980,1,7149
1568527,2,7150
7330457,1,7151
7988316,3,7152
8720611,3,7153
7889411,1,7154
2969432,2,7155
1682948,1,7156
8721779,2,7157
8894182,1,7158
2515972,3,7159
6315581,1,7160
15830181,3,7161
11508276,3,7162
15487977,3,7163
12120417,3,7164
10789990,3,7165
9543160,3,7166
10562307,2,7167
19671194,2,7168
19307526,3,7169
9868599,3,7170
18762804,3,7171
18796059,2,7172
16186401,1,7173
15258025,3,7174
12523919,3,7175
6401931,1,7176
8631205,1,7177
18305140,2,7178
11781357,1,7179
1450902,1,7180
16585388,3,7181
3523242,2,7182
3896897,1,7183
15800559,3,7184
9103469,1,7185
9097962,3,7186
17259484,3,7187
1381004,1,7188
11529255,3,7189
17261958,1,7190
16368057,3,7191
1174454,1,7192
9369322,1,7193
14668698,3,7194
10510950,3,7195
3422871,2,7196
12667032,3,7197
12663585,2,7198
3956883,1,7199
14594526,3,7200
16186275,3,7201
8875087,2,7202
16689681,2,7203
18722029,3,7204
16530579,2,7205
6370763,1,7206
9723710,2,7207
18837736,3,7208
17551989,3,7209
18682014,3,7210
14969650,3,7211
7855037,2,7212
11106373,2,7213
9834137,2,7214
12824208,3,7215
19046214,2,7216
17319955,2,7217
10784230,2,7218
2384663,2,7219
7131549,2,7220
10857969,3,7221
10725755,2,7222
12925053,3,7223
1967767,2,7224
18292986,2,7225
17337254,3,7226
11357882,1,7227
10871566,3,7228
16435105,3,7229
10708445,2,7230
18294217,3,7231
3515188,2,7232
6376218,3,7233
3890139,3,7234
2132756,2,7235
7555499,2,7236
1643761,2,7237
9252494,1,7238
8071960,2,7239
19289805,3,7240
17196960,1,7241
15383444,2,7242
15580650,1,7243
11829314,1,7244
3177389,3,7245
15862281,3,7246
2951217,2,7247
9179466,2,7248
10392666,3,7249
10811324,2,7250
2975549,3,7251
15381515,2,7252
8082309,2,7253
15699513,2,7254
15225764,2,7255
12925058,2,7256
11518024,1,7257
19696902,3,7258
9628239,3,7259
6690348,3,7260
7714922,1,7261
7045512,2,7262
9277397,3,7263
16025252,3,7264
19725958,3,7265
9492045,2,7266
3279925,2,7267
18056893,3,7268
16321162,2,7269
11862219,2,7270
17034894,3,7271
1779317,2,7272
17898990,3,7273
6361816,1,7274
7950501,2,7275
9726244,3,7276
10505100,2,7277
12502486,3,7278
12941768,2,7279
11757806,1,7280
10323373,2,7281
12663580,2,7282
15802000,2,7283
18556604,3,7284
17300595,3,7285
18832292,2,7286
11502781,3,7287
19301686,3,7288
16859998,2,7289
17324464,2,7290
2100283,1,7291
9317167,2,7292
15208847,3,7293
16150144,3,7294
18047254,3,7295
6181774,1,7296
16673208,3,7297
10912976,3,7298
8981937,3,7299
8316394,1,7300
19590589,3,7301
11574409,3,7302
2897940,2,7303
10499510,1,7304
18482488,3,7305
1397475,1,7306
15579786,2,7307
6416979,3,7308
17883840,3,7309
16804310,3,7310
11200365,1,7311
18552236,2,7312
11336617,3,7313
19317897,1,7314
11975712,2,7315
12517320,3,7316
10634674,1,7317
11576356,3,7318
12962287,3,7319
6340413,2,7320
11918752,3,7321
11927947,2,7322
9702447,3,7323
8247074,3,7324
590653,1,7325
14514628,3,7326
1884899,3,7327
3890853,1,7328
8593935,3,7329
12681023,3,7330
15078862,3,7331
17376841,1,7332
1473324,2,7333
7806025,2,7334
1215904,2,7335
12573521,1,7336
15563966,2,7337
15701217,3,7338
15123532,3,7339
1975742,2,7340
18175766,3,7341
9709745,2,7342
7233414,2,7343
9741497,2,7344
17646190,3,7345
15368274,2,7346
16689714,3,7347
1936609,2,7348
16199240,3,7349
9528889,2,7350
9060926,2,7351
16553701,3,7352
8666151,2,7353
6452065,1,7354
9244304,2,7355
11451280,3,7356
3031378,1,7357
11508265,2,7358
8088131,2,7359
10027573,3,7360
11845232,1,7361
17098087,3,7362
9000702,2,7363
12424102,3,7364
18029395,2,7365
6451346,1,7366
16542127,3,7367
17675466,2,7368
16504534,2,7369
12726923,3,7370
7773291,2,7371
10819239,2,7372
10411548,2,7373
18706099,3,7374
15562255,3,7375
6392533,2,7376
9112022,3,7377
11375360,3,7378
18191683,2,7379
2040388,1,7380
11004432,1,7381
14988284,2,7382
16123342,1,7383
